0,IPS,1,1,mz_331_3,0
1,N,1,1,-1,1
1,N,1,2,0,0
1,N,1,3,1,0
1,N,1,4,2,0
1,N,1,5,3,0
1,N,1,6,4,0
1,N,1,7,5,0
1,N,1,8,6,0
1,N,1,9,7,0
1,N,1,10,8,0
1,N,1,11,9,0
1,N,1,12,10,0
1,N,1,13,11,0
1,N,1,14,12,0
1,N,1,15,13,0
1,N,1,16,14,0
1,N,1,17,15,0
1,N,1,18,16,0
1,N,1,19,17,0
1,N,1,20,18,0
1,N,1,21,19,0
1,N,1,22,20,0
1,N,1,23,21,0
1,N,1,24,22,0
1,N,1,25,23,0
1,N,1,26,24,0
1,N,1,27,25,0
1,N,1,28,26,0
1,N,1,29,27,0
1,N,1,30,28,0
1,N,1,31,29,0
1,N,1,32,30,0
1,N,1,33,31,0
1,N,1,34,32,0
1,N,1,35,33,0
1,N,1,36,34,0
1,N,1,37,35,0
1,N,1,38,36,0
1,N,1,39,37,0
1,N,1,40,38,0
1,N,1,41,39,0
1,N,1,42,40,0
1,N,1,43,41,0
1,N,1,44,42,0
1,N,1,45,43,0
1,N,1,46,44,0
1,N,1,47,45,0
1,N,1,48,46,0
1,N,1,49,47,0
1,N,1,50,48,0
1,N,1,51,49,0
1,N,1,52,50,0
1,N,1,53,51,0
1,N,1,54,52,0
1,N,1,55,53,0
1,N,1,56,54,0
1,N,1,57,55,0
1,N,1,58,56,0
1,N,1,59,57,0
1,N,1,60,58,0
1,N,1,61,59,0
1,N,1,62,60,0
1,N,1,63,61,0
1,N,1,64,62,0
1,N,1,65,63,0
1,N,1,66,64,0
1,N,1,67,65,0
1,N,1,68,66,0
1,N,1,69,67,0
1,N,1,70,68,0
1,N,1,71,69,0
1,N,1,72,70,0
1,N,1,73,71,0
1,N,1,74,72,0
1,N,1,75,73,0
1,N,1,76,74,0
1,N,1,77,75,0
1,N,1,78,76,0
1,N,1,79,77,0
1,N,1,80,78,0
1,N,1,81,79,0
1,N,1,82,80,0
1,N,1,83,81,0
1,N,1,84,82,0
1,N,1,85,83,0
1,N,1,86,84,0
1,N,1,87,85,0
1,N,1,88,86,0
1,N,1,89,87,0
1,N,1,90,88,0
1,N,1,91,89,0
1,N,1,92,90,0
1,N,1,93,91,0
1,N,1,94,92,0
1,N,1,95,93,0
1,N,1,96,94,0
1,N,1,97,95,0
1,N,1,98,96,0
1,N,1,99,97,0
1,N,1,100,98,0
1,N,1,101,99,0
1,N,1,102,100,0
1,N,1,103,101,0
1,N,1,104,102,0
1,N,1,105,103,0
1,N,1,106,104,0
1,N,1,107,105,0
1,N,1,108,106,0
1,N,1,109,107,0
1,N,1,110,108,0
1,N,1,111,109,0
1,N,1,112,110,0
